0.000004 0.000010 0.000007
0.000005 0.000013 0.000014
0.000008 0.000020 0.000020
0.000011 0.000026 0.000026
0.000013 0.000033 0.000032
0.000015 0.000038 0.000038
0.000018 0.000044 0.000043
0.000019 0.000049 0.000049
0.000023 0.000058 0.000061
0.000025 0.000063 0.000063
0.000028 0.000069 0.000069
0.000031 0.000076 0.000075
0.000035 0.000083 0.000082
0.000034 0.000083 0.000084
0.000035 0.000089 0.000089
0.000038 0.000096 0.000096
0.000040 0.000101 0.000101
0.000042 0.000108 0.000113
0.000047 0.000120 0.000119
0.000050 0.000120 0.000125
0.000053 0.000131 0.000132
0.000056 0.000147 0.000141
0.000056 0.000137 0.000137
0.000101 0.000143 0.000208
0.000060 0.000149 0.000149
0.000062 0.000155 0.000155
0.000068 0.000170 0.000195
0.000074 0.000185 0.000401
0.000129 0.000337 0.000408
0.000075 0.000225 0.000326
0.000131 0.000336 0.000425
0.000091 0.000177 0.000175
0.000070 0.000179 0.000179
0.000073 0.000195 0.000200
0.000087 0.000224 0.000250
0.000077 0.000195 0.000254
0.000117 0.000217 0.000250
0.000092 0.000257 0.000311
0.000151 0.000251 0.000301
0.000204 0.000295 0.000240
0.000117 0.000317 0.000308
0.000120 0.000270 0.000275
0.000109 0.000276 0.000395
0.000183 0.000412 0.000303
0.000125 0.000331 0.000450
0.000100 0.000304 0.000290
0.000154 0.000266 0.000292
0.000119 0.000325 0.000315
0.000143 0.000354 0.000598
0.000118 0.000350 0.000284
0.000167 0.000391 0.000400
0.000133 0.000332 0.000345
0.000123 0.000455 0.000391
0.000133 0.000381 0.000370
0.000139 0.000401 0.000381
0.000142 0.000352 0.000354
0.000158 0.000354 0.000606
0.000146 0.000316 0.000342
0.000147 0.000356 0.000408
0.000141 0.000390 0.000372
0.000141 0.000443 0.000417
0.000133 0.000335 0.000528
0.000151 0.000742 0.000681
0.000286 0.000366 0.000408
0.000152 0.000430 0.000352
0.000141 0.000385 0.000417
0.000150 0.000436 0.000374
0.000145 0.000369 0.000412
0.000154 0.000558 0.000431
0.000284 0.000468 0.000891
0.000191 0.000547 0.000530
0.000336 0.000768 0.000743
0.000196 0.000487 0.000481
0.000199 0.000526 0.000534
0.000202 0.000535 0.000516
0.000212 0.000538 0.000591
0.000259 0.000663 0.000607
0.000220 0.000550 0.000461
0.000230 0.001188 0.000526
0.000272 0.000537 0.000434
0.000173 0.000439 0.000439
0.000175 0.000453 0.000444
0.000225 0.000460 0.000448
0.000179 0.000455 0.000455
0.000181 0.000458 0.000541
0.000198 0.000488 0.000464
0.000227 0.000484 0.000619
0.000258 0.000555 0.000501
0.000190 0.000482 0.000488
0.000192 0.000485 0.000486
0.000194 0.000492 0.000493
0.000197 0.000497 0.000498
0.000219 0.000544 0.000501
0.000201 0.000508 0.000518
0.000228 0.000861 0.000606
0.000269 0.000809 0.000520
0.000207 0.000526 0.000573
0.000220 0.000620 0.000530
0.000211 0.000530 0.000535
